4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.089
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.097
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.073
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.156
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.164
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.076
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.096
128,32,32,1,128,6,32,1,32,6,32,1,0.039
32,128,32,1,32,6,32,1,128,6,32,1,0.062
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.074
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.157
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.17
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.096
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
128,32,32,1,128,6,32,1,32,6,32,1,0.055
32,128,32,1,32,6,32,1,128,6,32,1,0.086
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.084
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.157
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.164
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.076
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.075
128,32,32,1,128,6,32,1,32,6,32,1,0.059
32,128,32,1,32,6,32,1,128,6,32,1,0.059
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.075
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.157
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.165
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.169
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.075
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.075
128,32,32,1,128,6,32,1,32,6,32,1,0.043
32,128,32,1,32,6,32,1,128,6,32,1,0.03
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.164
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.172
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.075
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.076
128,32,32,1,128,6,32,1,32,6,32,1,0.039
32,128,32,1,32,6,32,1,128,6,32,1,0.03
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.157
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.159
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.17
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.075
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.076
128,32,32,1,128,6,32,1,32,6,32,1,0.05
32,128,32,1,32,6,32,1,128,6,32,1,0.052
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.068
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.164
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.169
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.072
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.072
128,32,32,1,128,6,32,1,32,6,32,1,0.036
32,128,32,1,32,6,32,1,128,6,32,1,0.03
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.071
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.159
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.165
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.165
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.076
128,32,32,1,128,6,32,1,32,6,32,1,0.04
32,128,32,1,32,6,32,1,128,6,32,1,0.044
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.084
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.162
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.164
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.169
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.075
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.076
128,32,32,1,128,6,32,1,32,6,32,1,0.035
32,128,32,1,32,6,32,1,128,6,32,1,0.03
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.162
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.192
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.071
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.071
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
128,32,32,1,128,6,32,1,32,6,32,1,0.054
32,128,32,1,32,6,32,1,128,6,32,1,0.056
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.173
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.165
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.165
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.085
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.072
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.072
128,32,32,1,128,6,32,1,32,6,32,1,0.046
32,128,32,1,32,6,32,1,128,6,32,1,0.032
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.1
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.165
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.171
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.072
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.071
128,32,32,1,128,6,32,1,32,6,32,1,0.239
32,128,32,1,32,6,32,1,128,6,32,1,0.049
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.071
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.181
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.163
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.166
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.071
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.071
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.075
128,32,32,1,128,6,32,1,32,6,32,1,0.036
32,128,32,1,32,6,32,1,128,6,32,1,0.029
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.395
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.428
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.165
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
128,32,32,1,128,6,32,1,32,6,32,1,0.037
32,128,32,1,32,6,32,1,128,6,32,1,0.076
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.075
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.166
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.074
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
128,32,32,1,128,6,32,1,32,6,32,1,0.054
32,128,32,1,32,6,32,1,128,6,32,1,0.03
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.157
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.159
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.167
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.071
128,32,32,1,128,6,32,1,32,6,32,1,0.031
32,128,32,1,32,6,32,1,128,6,32,1,0.029
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.163
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.164
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
128,32,32,1,128,6,32,1,32,6,32,1,0.03
32,128,32,1,32,6,32,1,128,6,32,1,0.029
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.159
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.163
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.071
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.074
128,32,32,1,128,6,32,1,32,6,32,1,0.03
32,128,32,1,32,6,32,1,128,6,32,1,0.05
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.068
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.163
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.163
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
128,32,32,1,128,6,32,1,32,6,32,1,0.03
32,128,32,1,32,6,32,1,128,6,32,1,0.051
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.068
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.155
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.157
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.164
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.075
128,32,32,1,128,6,32,1,32,6,32,1,0.03
32,128,32,1,32,6,32,1,128,6,32,1,0.029
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.069
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.158
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.162
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.165
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
128,32,32,1,128,6,32,1,32,6,32,1,0.036
32,128,32,1,32,6,32,1,128,6,32,1,0.057
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.07
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.157
4096,11008,1,1,4096,6,1,1,11008,6,1,1,0.157
11008,4096,1,1,11008,6,1,1,4096,6,1,1,0.165
4096,4096,1,1,4096,6,1,1,4096,6,1,1,0.071
