6,4096,1,1,6,4096,1,1,6,4096,1,1,0.016
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.014
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.014
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.014
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.014
128,32,6,1,24576,1,1,1,24576,1,1,1,0.016
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.016
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.015
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.015
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.014
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.015
128,32,6,1,24576,1,1,1,24576,1,1,1,0.016
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.015
128,32,6,1,24576,1,1,1,24576,1,1,1,0.017
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.015
128,32,6,1,24576,1,1,1,24576,1,1,1,0.017
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.251
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.021
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.014
128,32,6,1,24576,1,1,1,24576,1,1,1,0.014
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.015
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.014
128,32,6,1,24576,1,1,1,24576,1,1,1,0.014
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.014
128,32,6,1,24576,1,1,1,24576,1,1,1,0.014
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.013
128,32,6,1,24576,1,1,1,24576,1,1,1,0.015
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.015
128,32,6,1,24576,1,1,1,24576,1,1,1,0.016
6,4096,1,1,6,4096,1,1,6,4096,1,1,0.014
