realtime,framenum,rendertime(ms),GPUUtil(%)
0.166763,12,8.239700,95
0.194617,12,0.000500,95
0.194931,12,0.000400,95
0.195333,12,0.000800,95
0.197291,12,1.632900,95
0.205195,13,7.512200,95
0.212794,14,7.086100,91
0.220311,15,6.937600,91
0.228228,16,6.186800,91
0.237407,17,6.845600,91
0.245294,18,7.317800,91
0.253246,19,5.612300,91
0.261739,20,6.606000,91
0.270801,21,7.164800,91
0.278483,22,6.575500,91
0.286628,23,6.478100,91
0.295356,24,6.701500,91
0.304083,25,6.421100,91
0.311542,26,6.937600,91
0.320078,27,6.903600,91
0.328178,28,6.441800,91
0.337580,29,7.388800,91
0.344859,30,6.769600,91
0.353382,31,6.132000,91
0.361439,32,6.191800,91
0.371221,33,8.130300,91
0.378693,34,6.541600,91
0.386356,35,7.086200,91
0.395375,36,6.836500,91
0.404469,37,6.933300,91
0.411896,38,6.939200,92
0.420151,39,6.610200,92
0.428632,40,6.570800,92
0.437438,41,7.945200,92
0.444857,42,6.874200,92
0.453150,43,6.587000,92
0.462341,44,7.266100,92
0.471081,45,7.006200,92
0.478555,46,6.549600,92
0.486634,47,6.111700,92
0.494870,48,5.840800,92
0.504220,49,7.685000,92
0.511901,50,7.170700,92
0.520418,51,6.867100,92
0.528732,52,6.654100,92
0.537945,53,8.172900,92
0.545415,54,6.956100,92
0.553426,55,5.952800,92
0.562200,56,6.709600,92
0.571663,57,7.639800,92
0.579133,58,6.616700,92
0.586984,59,5.947000,92
0.595502,60,6.457800,92
0.604609,61,7.057700,92
0.612043,62,6.976500,92
0.620123,63,6.488100,92
0.628902,64,7.249100,92
0.637298,65,7.440000,92
0.645388,66,6.456600,92
0.653488,67,6.055800,92
0.661949,68,6.518600,92
0.671071,69,7.595000,92
0.678710,70,6.722800,92
0.686637,71,6.168300,92
0.695398,72,6.417400,92
0.703968,73,6.484900,92
0.711456,74,6.947000,92
0.719835,75,6.662700,92
0.728183,76,6.499500,92
0.737712,77,7.520200,92
0.745206,78,6.955500,92
0.752951,79,7.071000,92
0.761545,80,6.830600,92
0.771182,81,7.886500,92
0.778994,82,6.919300,92
0.786743,83,7.089900,92
0.794752,84,7.016000,92
0.804136,85,7.823700,92
0.811709,86,7.035100,92
0.820044,87,6.645700,92
0.829697,88,7.798500,92
0.842963,89,6.729400,92
0.850381,90,6.873400,92
0.858232,91,7.219700,92
0.865949,92,7.247700,92
0.873798,93,6.452900,92
0.881783,94,6.038100,92
0.890316,95,6.560800,92
0.898138,96,7.213400,92
0.906665,97,6.898500,92
0.914611,98,7.001900,92
0.923008,99,6.730400,92
0.931570,100,6.780300,92
0.939946,101,6.657000,92
0.948057,102,6.244700,92
0.956393,103,6.164700,92
0.964682,104,6.467100,92
0.973342,105,7.104800,92
0.981787,106,6.561900,92
0.989754,107,6.007500,92
0.998218,108,6.625100,92
1.006473,109,6.355600,91
1.014604,110,3.471700,91
1.023428,111,7.250300,91
1.031839,112,6.725600,91
1.040802,113,7.078100,91
1.048416,114,7.106000,91
1.056546,115,7.258100,91
1.064901,116,6.736900,91
1.073448,117,7.041600,91
1.081742,118,6.328600,91
1.089829,119,6.371800,91
1.098777,120,6.818000,91
1.106906,121,7.676800,91
1.115123,122,7.412500,91
1.123425,123,5.863900,91
1.131838,124,6.850100,91
1.140218,125,7.795400,91
1.148792,126,6.791300,91
1.156549,127,6.709600,91
1.164924,128,6.360500,91
1.173433,129,6.911100,91
1.181669,130,6.639100,91
1.190535,131,6.943200,91
1.198490,132,7.346800,91
1.207525,133,7.404200,93
1.215450,134,4.134600,93
1.223723,135,6.032200,93
1.231823,136,6.607800,93
1.240178,137,6.454100,93
1.248730,138,6.977600,93
